gene	logFC
NEAT1	0.09622091
CNTNAP3	0.11103004
ANKLE2	0.070141843
CD300C	0.074619521
LOC338963	0.088100853
LOC144571	-0.065996723
SLITRK1	0.079073576
CENPE	0.07666121
SPINLW1	0.041488156
PSKH2	0.053849419
C7orf72	-0.056429093
TMEM27	-0.068317888
NOX1	0.075779589
NXPH1	0.064960458
LOC338758	-0.095083399
COASY	-0.034948387
FAM3D	-0.127241836
IFITM1	0.121281278
LOC100190940	0.08644578
CYP4Z1	0.045134771
C1orf109	0.05939251
PIN1	-0.030110562
GZF1	-0.053750887
LIG3	-0.059237963
E2F6	-0.04323599
LOC100505890	-0.055572418
LOC100129373	0.089614527
USP5	0.062711934
RN7SL1	0.09353847
KCNH7	0.037523118
CWH43	-0.053659869
SAR1B	0.040861963
FAM154B	0.094889434
GOLIM4	-0.07201591
ELP4	0.051807189
PPP1R1B	-0.030585565
C6orf57	-0.042148738
TREX2	0.089402172
KIF2A	-0.046282803
CCDC127	-0.036645771
CNPY3	-0.042722509
NPY5R	0.120003629
ZBTB8A	-0.06584211
DLST	0.047589659
OPALIN	-0.085943737
APBB2	-0.073909885
C18orf56	0.078673776
NR2C1	-0.072535955
ZNF681	-0.067784614
TCP10L2	-0.056439688
SPNS1	-0.055079529
XKRX	0.064213989
PPIH	0.043579739
C7	-0.088663886
OR4K5	0.084241278
FETUB	0.086485876
C2orf49	-0.05396841
C21orf63	-0.072578742
C17orf79	-0.040943444
JAM2	-0.052891374
RBM42	-0.049100999
ZNF256	0.061088663
CDC25B	0.056527575
NDUFB8	0.034259278
AASDH	-0.071482006
CNTNAP3B	0.077254247
C21orf2	-0.053189982
TTC19	-0.039345245
PTCH2	-0.070289295
CLEC18C	0.094558194
LOC100144603	0.07002856
RPL13AP3	0.043806338
CAND2	0.078767514
IQCF3	0.107542607
TOLLIP	-0.034954402
SNRNP35	0.044108746
MYOM3	0.112712861
LOC219347	0.071874373
FLJ41170	0.046374069
FAM18B2	-0.069933215
SDAD1	-0.055763068
TMEM38B	-0.057035353
DYNLT3	0.056891899
PREX1	-0.04670717
TNFRSF10D	0.052095113
PPP1R10	-0.039257092
GOLGA6L7P	0.073889027
DPY19L2	0.079675343
TAAR3	-0.03157922
C9orf117	-0.132215668
GSK3B	0.033718938
OR2A5	0.142899098
STAP1	-0.101395115
LTBP2	0.072611615
GPR157	0.116161365
PRKACA	-0.062420894
ADAMTS18	0.089767007
KRT24	0.106716683
SLC13A3	-0.100882517
IP6K3	0.073796385
C9orf43	-0.064027861
C5orf34	-0.093215956
LOC144817	0.076242309
CUL1	-0.069945894
C8orf76	-0.040716144
UNCX	0.082506891
NDUFA7	0.031798132
FBXO18	0.052758778
GPR1	-0.066839334
BRE	0.049402589
JAK1	0.040586378
RGS4	-0.042986246
DSCR3	-0.048196163
SAFB2	0.061951148
GPR161	-0.062389633
FAM72A	-0.087909384
TNFRSF6B	0.11248245
HCG11	0.052884609
CCNY	0.064797913
ZNF274	-0.054736096
USP49	-0.098564203
RPS9	0.036324794
ATP4B	-0.075121654
C11orf87	0.093442435
FRMD5	0.095372258
MGC2752	0.035159533
GPR128	-0.123002973
FN3KRP	-0.049732716
DUSP4	0.069113859
ANAPC2	-0.07373587
IL17A	-0.076368476
ENDOG	0.034878742
NCKAP1	0.07646283
ANKRD42	0.041130058
WNK3	0.094468296
ZFP91	-0.046616316
TACR1	0.067606036
LRFN3	-0.095256198
GUCY1A3	0.085943281
RHOF	-0.081660862
FAM103A1	0.070125813
SIAE	-0.070796728
OR8S1	0.11059236
NKG7	0.107993739
TMEM176B	0.111147998
CCNL1	-0.072262692
FAM22F	0.063491089
RUNX2	0.080770216
BCAP31	-0.03468818
C10orf99	0.097153777
S100A3	0.106789455
SERPINB7	-0.070724203
NME2	-0.028453049
ACTRT2	0.076121605
HIPK2	-0.074313009
EIF4E	0.03488955
CKLF	0.03772179
KIAA0748	0.094287359
KLF10	-0.039292529
UTP6	0.040153678
MYCL1	0.103116168
PPP2R1B	0.049897927
TBX20	-0.033055802
TSC2	-0.058111913
ZGLP1	-0.051934429
DTWD2	-0.060013334
DCST2	0.080360941
POU2F1	-0.051509224
ESRRB	0.066158915
PIGF	0.038280151
WNT16	0.03230742
DKFZp761E198	0.08574512
TSN	-0.041145322
TNFRSF1B	0.097451202
WAC	-0.036591188
HPGD	-0.060421566
RASSF3	-0.068758844
HINT2	-0.033317718
PTPRE	0.066075084
SRGAP2P1	-0.061624334
ZCCHC3	-0.051804611
C9	0.088914724
ADAMTS19	-0.078557701
PSMB7	-0.034529232
EHBP1L1	-0.04478809
COPS6	-0.027198923
AGPAT3	-0.040230258
HRG	0.065802527
CALML4	-0.031052712
COIL	-0.051490353
ANXA5	-0.039332026
ARHGAP19	0.057655339
LOC100130657	0.079425534
SMARCD2	-0.047721161
EXTL3	-0.039453477
GEMIN6	-0.043166197
LOC729680	0.099646347
ZNF430	-0.100529818
ZFR2	-0.064906661
SAFB	-0.049320803
PAPL	0.096131977
NDOR1	-0.037298794
UBE2W	-0.047147998
SLC38A5	0.069716774
SLC39A9	0.058352406
LOC153577	-0.064796903
RPS27L	-0.040620361
CCS	-0.034314897
RUVBL1	0.054298844
VPS35	0.039552908
BEND4	0.095309537
C7orf66	0.047755043
SRY	-0.082832302
MPHOSPH9	0.066195882
PRO0471	0.095401144
MOAP1	-0.067401624
MESDC1	-0.03311926
STRBP	-0.061848964
KIAA0664	-0.059821726
ASNA1	-0.040167974
DZIP1	0.085841122
IL1B	-0.059216762
SNORA28	0.112127906
MFSD5	0.033908635
HBBP1	0.068022278
SOX7	-0.043387547
PTPRB	0.052633721
SLC22A11	0.082629006
TMPO	-0.087476925
LOC157503	0.040105415
GUCY2D	-0.053711154
MRPS18A	0.03464746
MAPKBP1	-0.050063868
CD200R1	-0.100089139
TAOK2	-0.050795468
TMEM179B	-0.039584186
RSL24D1	-0.043164113
RBMXL3	-0.035693078
TAS2R50	0.098383531
CDKN1C	0.085577142
DHRS11	0.055093916
CNDP1	0.05583388
ADRB1	0.106434151
IMPA2	0.043162564
GLMN	-0.055909623
TAS2R42	0.04527002
N4BP3	0.062394479
ZNF805	-0.091202046
FAM116B	0.087972635
MGMT	-0.040946018
TLE3	-0.069359799
TMEM177	-0.033586653
KRTAP9-8	-0.036979959
DVL2	-0.05826317
MRPL3	0.032399318
GNAT3	0.039870706
KNCN	0.058374791
ZCCHC16	0.033209841
ANO2	0.085303313
IL31RA	-0.058888972
GIT1	0.075507318
TM4SF18	0.053884828
C17orf75	-0.07772538
POMZP3	0.07768999
DNMT3A	-0.064265215
PABPC4L	0.062357599
RPL29P2	0.047128695
PARL	0.039007584
LOC100130938	-0.082503576
MEF2B	-0.048084268
CEACAM5	0.089890607
NGB	0.075101658
TINAGL1	0.105718933
UBE2MP1	0.056908677
SPATA22	0.077846334
TXN	-0.037674547
FLJ45671	-0.055205015
MAST4	-0.076199039
NOL10	0.038017624
CCNG2	0.070344333
GSTT2	-0.089326174
SMARCD3	-0.058646117
OR6Y1	-0.068936759
LRTM1	0.03409612
TSTD1	0.043376106
TMEM117	0.056024474
CHRM4	-0.144208382
AKR1B10	0.052231566
MYO19	-0.040640924
ARID4A	-0.087181503
LOC400099	-0.032851826
UGT8	0.069154061
TRIM49	0.099854925
BCAS4	0.101571976
TOP1P2	0.0440542
COX7A2L	0.036629747
DHDDS	0.056177462
SLC7A5	0.104163446
CHRNA2	-0.081986862
C3orf70	0.06240617
EIF2AK1	0.046752566
WDYHV1	0.040229876
PTMS	-0.059845336
CCDC135	0.133895104
ADAM20	-0.105997827
NMU	0.064986555
CLCN7	0.054357511
MGC4473	0.067311831
KLHL33	-0.066269475
CCKBR	-0.079430848
GPR37	-0.046415799
OR10J5	-0.077018997
DICER1	-0.04686171
TAF7L	-0.054019906
TNFAIP3	-0.071661396
CLIC6	-0.11545311
WBP11	-0.029436319
PIH1D1	-0.046135892
CLIP3	-0.092206973
HBXIP	0.029155026
CAMK2A	-0.037247851
ASCC3	-0.06085772
PDX1	0.036148527
VEZT	-0.046024134
MBOAT4	-0.063460574
PWP1	-0.035719153
PLEKHF1	0.104086115
HLA-DRB3	-0.094619636
MRPL40	0.029623905
TMEM55B	0.03733509
GOLGA6L10	-0.121009738
SLC2A11	-0.082009933
LOC100131820	-0.070530927
CYP7A1	0.061756481
GABRB3	-0.105486525
VWDE	-0.053320201
ZNHIT3	-0.031832523
PSMC4	0.036680068
DIRAS3	0.060489414
OR11G2	0.043418266
C6orf94	-0.077350353
VTA1	-0.058382304
ERAS	-0.049628786
SCN1A	0.077884577
B4GALNT2	0.05506496
ENPP1	-0.098164736
AVP	0.079544273
WDHD1	-0.063745381
OVOS	0.073766907
ATP6V1C1	-0.039624476
WT1	0.069576571
LEMD3	-0.041191999
LOC643719	0.08787882
KCNA1	0.077347745
MPHOSPH10	-0.042155819
PSMC3IP	-0.062017825
CXorf22	0.07422294
DDX25	-0.058852676
AKR7A2	0.030901994
SGCA	0.071307324
DGCR2	-0.036115174
ANGPTL6	-0.072916749
PAQR4	0.060242406
C9orf53	0.064094674
ZNF677	0.086050766
OR8G1	0.051636655
TNMD	0.076714434
OR2G3	0.066828825
GRM3	0.081455508
RHBDD2	-0.052642307
EPHA5	-0.043843089
ULBP3	-0.040820906
LOC284798	-0.036387885
GJB7	-0.049099098
LOC284648	-0.036864805
HSPA1B	-0.060202136
JUNB	0.068850955
ACN9	-0.050132164
KIAA1661	0.076264688
FOXK2	0.034500782
UBXN8	-0.045653503
TBPL1	-0.038490855
PRPF31	0.027538806
STMN2	-0.063511782
C3orf39	0.054667731
COL6A6	0.060958605
ZNF525	-0.038712484
LOC100131929	-0.106415668
C4orf22	0.110645898
SRPK3	0.070493587
BDNF	0.067132855
CPEB1	-0.046846017
CUZD1	-0.094886609
LMAN2	0.055410945
MAPRE1	-0.02968931
CTCFL	0.048540357
MOSPD1	-0.051927353
SLC2A4RG	0.040369673
ARGLU1	0.061153653
DDX6	-0.057705293
RAC3	0.063337314
ENOX1	-0.061340657
ARID5A	-0.042868311
EPS15L1	-0.050826031
ATP8A2	0.063433457
SH2D2A	-0.081842894
B4GALT5	-0.057284043
RPS24	0.038803799
CLN6	0.041672143
LPHN3	-0.054710759
PROSC	0.036943226
COL11A1	-0.068717133
AGXT2	0.056994075
MLLT11	0.073957841
ST6GALNAC4	-0.036530011
SLC29A1	-0.054178396
LRP12	-0.075024801
CLP1	-0.060506777
OR1C1	-0.051447589
LOC100128697	0.051692019
VPS37D	-0.060767364
TAAR9	-0.060872841
MSTO1	0.028993006
PSG2	0.035041895
TRMT2A	-0.040261627
NDUFC2	0.050115699
CD14	-0.056845439
SLC27A5	0.041445697
SERPINE3	0.044575758
LOC158376	0.08838032
FOLR1	0.062789811
KRTAP3-2	0.087295725
NOC4L	-0.031950778
DNAJB13	-0.098337574
C20orf96	-0.076393315
CNTNAP5	0.073240123
SGK196	0.060763693
HSD17B1	-0.084075526
CAPSL	-0.100298143
MED19	-0.038173918
DEFA9P	-0.050673651
SLC6A16	-0.073415565
CMTM1	0.052910691
XPOT	-0.045004032
MYO5C	-0.098188877
MPZL3	0.046551322
FAF2	-0.034229201
TMUB1	-0.035510688
ABCA1	-0.069517586
LMO2	0.031816827
CHMP1A	0.036909875
GGCT	-0.034072405
H3F3A	-0.036899712
TCF21	0.052728351
TMEM132C	-0.08206447
LOC284219	-0.057846425
ADCY1	-0.108468395
TBC1D14	0.034070231
RAB23	-0.087163022
RASSF8	-0.104083939
MSMP	-0.051904127
MTF1	0.044305663
PNPLA5	-0.066833495
LOC100130175	-0.069102806
NDUFB6	0.026292131
PCDHB18	-0.032566451
TTTY12	0.036134923
OSGEP	0.03083727
CORO2B	-0.067363112
C5orf27	0.076115417
ACTR1B	-0.035136171
CDC37	-0.040384954
FAM150B	0.097064101
CD300A	-0.058924958
PLEKHG7	-0.107873621
DTHD1	-0.054914218
SLC25A41	-0.074841051
KYNU	-0.04042633
GALNT3	0.086592518
NLRP2	-0.079660304
CABYR	0.071079172
RBMX	-0.038469125
KRTAP5-9	0.066730754
PAK1IP1	0.04211008
INA	0.073888515
ELOF1	-0.031906768
C1orf64	0.062517402
TXNDC3	0.093690974
LOC400940	-0.045721835
LOC100130899	0.076650174
SRR	-0.048793891
XKR5	0.049457894
NCAM2	0.073134698
C14orf165	0.083517874
KIAA1683	-0.080608601
FLJ90757	-0.037075287
SLC26A8	-0.060120398
WTIP	-0.080153669
FBXO2	0.111732777
MIMT1	0.075820435
RAB4A	0.027681377
VN1R1	0.068990107
ZNF806	0.080195785
LOC100131347	0.043577438
PROX1	0.041087178
SEC11C	0.025164587
GYG1	0.031231824
CNPY2	-0.026442184
FOXR1	0.060532603
C15orf63	-0.035588449
RPS6KC1	-0.035002957
ATP2A1	0.056821272
FAM47B	0.032336806
ATP6V1E1	-0.029312952
OR2J3	0.063598068
KCNE2	0.065175288
OTOL1	0.044174289
GDF6	0.042667864
ZNF583	-0.071508621
FCRLA	0.102223881
YIPF6	0.029717726
DNAJC25	-0.054220512
PCGF2	-0.068718794
ZNF676	-0.090954738
DSCC1	-0.066368365
HOXA13	-0.047631941
SCAMP3	-0.026502836
HORMAD2	0.082656383
LOC100128292	-0.093758155
APOH	0.076354615
C8orf80	0.103796312
DNTT	0.054483305
SH3GL3	-0.057452161
BMP1	0.078026298
SRP9	0.035534743
STK4	0.028199819
ZNF595	-0.061542076
LOC100507421	0.067630302
PCDHAC1	-0.034748152
PCMT1	-0.031115919
RFX2	-0.043302268
C11orf16	-0.081379819
TAC1	0.066105862
FOXN1	-0.051606891
MORC1	0.085262742
CSTF2	0.025786824
LOC145783	0.064053697
APOC2	-0.075722542
OR2A42	-0.08212588
TUBB	0.033467763
SLC12A1	0.066187228
FLJ23867	-0.063044562
ZP4	-0.036573141
CRLF3	-0.056043798
CILP2	0.060794647
DCX	0.045288207
MYADML2	0.067326362
SLAMF7	-0.094877937
ICT1	-0.024322644
GLIS2	0.037000147
HSP90AB2P	-0.060878172
OR10R3P	0.049129278
NFKBIA	-0.047242315
TTC17	-0.065077486
CTSW	0.08365838
SNAI3	0.05629285
BSN	-0.070740255
ZNF419	-0.077479316
FGD1	0.087328328
DRD1	0.05309606
PGS1	0.066262423
LOC415056	0.036739461
GLO1	0.04305849
C15orf44	-0.046581686
TUBA1A	0.050330072
PCDHB6	-0.036517193
SMAP2	-0.045964221
COLEC12	-0.07047338
FDXACB1	-0.081132918
ZNF626	-0.045894606
ZNF732	0.073069148
FUT11	-0.037456552
TRPS1	0.056227268
C14orf169	-0.028157099
PHOX2A	0.054652949
SLC6A5	0.054571345
CASP3	0.030693997
USP45	-0.080695973
TPM2	0.056048494
LOC100132077	0.091005727
DUXA	-0.062705748
MYT1L	0.042842764
LMF1	0.042343026
MAP3K15	0.04117786
LOC340094	-0.060213873
PMP2	0.063314363
GPR20	0.062700723
PLCE1	0.073092647
CCDC53	-0.027861499
ABCF2	0.039533391
USP9X	-0.057950049
LOC152274	0.045579542
LOC339803	0.052426928
NOB1	0.029595152
DNAJC11	0.042984068
RYR3	-0.051570629
TMUB2	0.044964106
WASF2	-0.047050153
PCDHGB2	-0.061204044
C12orf69	-0.061598064
PPARD	0.043581144
UBXN1	-0.027778883
RBP2	0.052828016
FABP6	-0.095572032
SERTAD3	-0.052860307
MDM4	0.046450503
FBXO33	-0.042690075
UBE2I	-0.02500779
PLA2G3	0.053876929
NARFL	-0.034764957
COL23A1	0.080775002
FBXW10	-0.071182336
POU1F1	0.082358435
CLYBL	0.043920233
SLC5A11	0.081077234
CCDC69	0.046344935
SNORA71C	-0.061684305
C10orf40	0.082449956
LRRC39	-0.055155529
RGS18	0.05874199
CHST1	0.076245929
GLTPD2	-0.062127965
SPRR2B	0.044440177
SLC5A2	0.053621057
LOC100131346	0.079518711
USP19	-0.066793648
C1orf55	0.049140418
HYDIN	-0.083369787
MAP1S	0.055551916
PHKA1	0.086683347
GOLGB1	0.066263709
PDIA3	0.035441957
LOC643669	0.10017064
SYPL1	-0.038035184
C1orf112	0.045078438
NFKBIL1	0.082985605
IL1RAPL2	0.050334977
GNL3	-0.034197796
CCDC42B	-0.086114206
PSG9	-0.048579379
PRAMEF15	0.05598729
NDUFAF4	0.032620439
CDK5R1	-0.084121155
LOC100130231	0.042596315
SH3GL1	0.032375074
LOC283713	0.05509589
ZNF763	-0.04477572
CNTN2	-0.039583276
C6orf221	0.04159649
LOC145820	-0.061947332
LGR6	0.063406905
CACNB4	-0.061248233
CHML	-0.074322112
LOC285281	-0.079417724
BNIP1	-0.040167194
PDXP	-0.043667393
LOC100132069	0.071426704
CCDC83	-0.070433502
MGC39545	0.039124341
KRTAP13-3	0.062346676
TMEM206	-0.03931103
JUND	-0.054463343
HOXB13	0.068858219
FOXA1	0.100762794
HRSP12	0.065496815
TSC22D3	-0.035767664
ATP5C1	-0.03566241
ZNF625	-0.046708482
C6orf62	-0.037509709
SDHAF1	-0.020394357
DDB1	0.030176853
MOGAT2	0.057096447
HOXB9	-0.047609293
SH3BGRL2	0.048513488
DAPL1	0.078339574
TMEM186	0.035411665
LOC339240	0.0769877
MRPS24	0.024012761
ISL2	0.053588978
LIN37	-0.02981574
IL17D	0.059813498
VCX2	0.125556362
LIPE	-0.044268862
LRCH3	-0.062671637
PPARGC1A	0.03965137
TSNAXIP1	-0.087815722
BRIX1	-0.038147188
CPOX	-0.036764144
FUT8	0.051060524
LYRM4	0.02641826
KLHL35	0.053308818
TRABD	0.054545756
SERINC5	-0.055849267
BACE2	-0.09753436
NEK7	0.065822238
TBC1D28	0.065709946
USP26	-0.042204936
TRIM63	-0.058344618
ASCC2	-0.052709291
LAMA2	-0.065358983
OR4C45	0.036041101
XPO1	0.031005337
MYBBP1A	-0.036519585
MED31	-0.052796906
ERO1L	0.03011534
PLRG1	-0.038677599
NCEH1	-0.037627531
NPC1	0.048209877
DUSP5P	-0.073289799
MTHFS	0.026547776
FAM99A	-0.060301377
RPS12	-0.031814149
FRAT1	0.041589101
ALDH3A1	0.068791548
CACNA1A	-0.062504256
FOXN4	0.047992718
KIAA1383	0.041878506
EME1	0.042725366
PRDX5	-0.024156832
GPD2	0.039927367
CANX	0.052482952
CD69	0.05917262
REXO1L1	-0.064194984
CFHR4	-0.044352437
CLPS	0.070995602
ZNF16	0.056650897
CLUAP1	0.046390261
GPR151	0.060839978
FUNDC2	0.030636989
NAP1L5	-0.064939581
SEC62	0.109314619
FBXL7	0.077575271
SUCLG1	0.025219495
HIGD2A	0.032559609
LOC100292409	-0.055058886
MYL6	0.029200982
CISD2	-0.045043457
FLJ41200	0.042092641
SNRPA1	-0.030590396
PRR11	-0.059448038
TGFBI	0.035089784
ACER2	0.060011903
ART4	0.045676382
RHOJ	0.040305678
ZNF382	-0.075770025
CD59	-0.068905148
ARR3	0.048544832
TLR10	-0.065525028
XPR1	0.035169923
CENPK	-0.062855623
CYP4F2	0.033991694
SMEK1	-0.042261016
C6orf146	-0.038597852
INTS6	0.035619855
ZNF324	0.035958002
ARHGAP11A	0.070129408
GATC	-0.046575242
EIF3G	-0.038555465
RAB5C	-0.036866507
CRYGD	-0.052657893
POU4F2	-0.064766285
GPR172A	-0.023801116
B3GAT1	-0.106722543
SCGB1D4	0.082639722
C1orf204	-0.04468368
C9orf147	0.044950291
LRRC17	-0.049369791
OR10T2	0.032223773
DNM2	0.037804685
MED6	-0.032846016
HDAC7	-0.058468395
ZNF789	-0.062866173
CYP2C18	-0.044122313
NKX6-2	-0.050520724
NAT10	-0.031982579
CCDC22	-0.027973857
ANKHD1	0.03274693
PFDN4	0.041580899
NMUR2	0.04714037
DHRS13	0.067935084
IMPDH2	0.027358577
PRPH2	0.023541173
PSCA	-0.09821537
NEO1	-0.07850837
TMEM45A	0.076346572
SOAT1	0.038004599
GSDMD	-0.03333886
EHD3	-0.060419143
SPATA21	0.081395363
LHFPL1	-0.056243918
CERKL	0.046184786
ABCC13	-0.050677754
GNPTG	-0.023982498
SMG6	-0.040530557
ALX4	0.05622002
TMEM38A	-0.050088314
C1orf172	0.073275213
ATP6V1C2	0.074690884
LIPJ	0.057041803
GOSR2	-0.030097853
DEFB122	0.050010511
LOC100289200	0.076334791
MAPK8	0.063172497
PRSS12	-0.058955102
KLF17	-0.051963786
FAM108A1	-0.02865597
LOC220729	-0.042365472
SH3TC2	-0.031135602
SDHAF2	0.022801797
PIWIL3	0.0610112
LOC100129973	-0.075209648
HAAO	0.037126555
NCRNA00185	0.11069047
COG2	-0.020836908
C19orf21	0.070378142
VSTM2B	-0.039814368
B3GALNT1	0.042146029
RPL23AP32	0.056532468
AKAP1	-0.036145498
SNORA55	-0.030765985
LRFN2	0.073357555
RPUSD4	0.046561808
TPM4	0.042308089
OR10AG1	0.057790615
SLC11A2	-0.047330777
RAD9A	0.045934073
CNNM3	-0.039637381
OGDHL	0.087551985
SERPINE2	0.043008576
SKIL	0.056196616
MRS2	-0.045513115
SPIN1	-0.025030718
C1orf186	0.031609953
ZNF182	-0.059459841
LDHD	0.053648793
BLM	0.05090721
TOP1	-0.038256961
LOC338651	-0.040124941
ARFIP2	0.028046442
C7orf31	0.038447657
ZNF526	-0.043148256
TCEB2	0.037762936
SRD5A3	-0.049492933
TSKU	-0.066793716
ABCC2	-0.04714847
PDHA1	0.021864505
KCNJ12	0.032601065
CDH12	0.054913957
LOC100133161	0.049013247
C2orf88	0.045674839
GRIK1	0.054019831
TRIM67	0.073718611
UBE2DNL	-0.082668002
FLT4	0.076467614
C6orf38	-0.057797659
ATP1A1	0.034045784
TMEM43	0.02639499
ANKRD2	-0.048955163
SNAPIN	-0.024205595
ABCF3	-0.022019267
GPR162	0.045977232
RPL10A	-0.028484808
CKAP2L	0.065213833
SNHG1	-0.03226861
XIRP2	-0.068301181
TUBA1C	0.032646776
HPSE	0.045879616
GAD2	0.067587949
DLX5	0.060618923
TRIM9	0.068577065
WFDC10B	0.086803341
C9orf66	0.06041674
OR5AR1	-0.0475151
C4orf3	-0.025082411
SYT9	0.027839959
CR1	0.06168461
CC2D1B	-0.026581936
PDS5A	-0.036595248
C4orf41	-0.036509151
C21orf119	0.04230322
DNAJB3	0.05882482
LOC100128386	-0.03982992
REN	0.068916865
KLHL30	-0.077940291
FLJ44087	0.036711665
CKAP2	-0.049808028
USH2A	0.054143711
LFNG	-0.038087513
ISYNA1	-0.057246974
TMSB4X	-0.041743585
CUBN	0.048528666
TFPI2	0.083071806
CALCR	-0.122359673
ASTN1	-0.030481646
ATP7A	-0.061636581
ALG6	0.040409024
ZNF524	-0.02344314
SELT	0.045311039
PGR	-0.043651018
RPS7P5	-0.039908219
RNF185	-0.052177582
PFKP	0.029772132
SLC25A34	-0.049347124
CCDC43	0.0530825
TRAPPC3	-0.024396759
FLJ33544	0.042887121
C16orf74	-0.052562947
ZXDA	-0.045597864
COL4A3	0.049514643
FAM26D	0.036129305
LOC100133311	0.026620868
ZNF574	-0.033984651
BRSK1	0.076563177
ACLY	-0.02299801
NFATC4	0.069140412
DNAJC3	-0.045886425
TRAK1	0.028747677
ELAC1	-0.03383757
NUDT16	-0.049103041
LOC100288018	-0.030056051
NUP62	-0.023879175
DKFZP761C1711	0.053598081
INPP1	-0.049381349
PI4K2A	-0.034006715
MIER1	-0.042340386
RELB	-0.044215319
CYHR1	-0.039763751
HADHA	-0.028904053
OPN4	-0.061300253
SMAD9	-0.055996791
ACACA	-0.028666153
ASB12	-0.042757998
STK25	-0.023127582
NARS2	-0.053119181
C17orf46	0.057903695
MYH4	0.031175031
CLPP	-0.018669637
PJA2	0.044337694
GRAMD4	0.036744636
LOC100129042	0.041334634
GFPT1	0.038737639
PXK	0.044637401
ARPC2	0.024472581
HABP2	-0.047029686
OBP2B	-0.046628494
LMAN2L	0.023717654
PBLD	-0.060931111
LOC286442	0.051160343
WFDC6	-0.040386518
SIGLEC9	0.035334752
FBLN7	-0.068497663
ZNF34	-0.050533718
RPL37A	-0.027753061
LOC283486	0.052545914
KCNMB2	-0.063520686
PRKAR1A	0.029701138
TMEM102	-0.033111074
GABRA3	-0.049818108
MDS2	0.028418894
FLJ35390	-0.042237101
LOC643551	0.051519418
PRINS	0.046118256
EPHB3	0.06718581
C20orf152	0.06338064
CASZ1	-0.069777979
SLC13A1	0.048853365
MYOC	-0.03799087
NUDT22	-0.027628357
PFKFB4	-0.040745465
DIP2A	0.04475022
CT45A1	0.078978838
PPP1R13B	-0.048267298
ZNF614	0.044486239
CAPRIN2	-0.042009349
MEX3D	0.041339523
C12orf12	0.047536102
MYCN	-0.036634624
ATP5E	-0.027732814
SGOL2	0.060975886
SBNO1	-0.042705274
OR3A3	-0.066487084
USP17	0.053237894
CCDC71	-0.05905733
OR7E14P	-0.054552444
CARS	-0.031976621
PELI1	0.037924699
NCAN	0.05397249
LOC100131195	-0.052175011
CEBPA	0.027107306
PARD6A	-0.042361084
GNPDA1	0.047981318
VENTXP1	0.053366372
TTC30A	-0.046401248
C21orf7	-0.076407353
LOC100507055	0.05189923
PEX6	-0.065392051
PRRG4	-0.03781921
DKFZP434K028	-0.061167809
HSFX1	-0.041781724
SLC7A14	0.073495023
FCRL3	0.053758515
DPT	-0.054085137
SHQ1	-0.046670732
IMP3	0.020454827
LYRM1	-0.038170569
PGRMC2	0.022568369
DNLZ	0.024465497
LIPC	0.064556913
SLC11A1	-0.033770532
H2BFWT	-0.018603064
TPH1	0.058992496
MYOD1	0.075165051
RBM12B	0.046480564
C10orf113	0.029980301
ZNF330	-0.032321738
PLEKHB2	-0.024170801
RANBP9	-0.03330449
RPL23P8	-0.029991352
NDUFA4L2	-0.033244427
NKX2-3	-0.059045734
RIPPLY1	-0.030390597
CYP4F11	0.064583097
MIR17HG	-0.084891781
MYL4	0.05162206
CIB1	0.019835314
BCL11A	0.05146727
C16orf88	-0.022483848
MASTL	0.058723414
SVOP	-0.033620828
POLE	0.050124355
HOOK3	-0.050894852
ASPRV1	-0.075571935
AFAP1L2	0.052341821
QARS	-0.021524926
ACTR1A	-0.02315093
FLJ16341	0.033802119
FAM101B	-0.079350683
AEN	-0.056394582
FRG2	-0.038241455
CCDC89	0.050400057
FLJ40453	-0.043582838
TMEM86A	-0.035000397
MYH7	-0.053961247
LOC148696	-0.051833962
RYBP	0.053094464
PER1	-0.047659038
EPHA3	0.039317274
NPAS3	0.050296579
CD163L1	0.049097975
H19	0.042061891
PIM3	0.03834414
KIAA1324	0.058212839
BMPER	0.041804548
OR2T8	0.032871709
EI24	-0.034161891
SORCS1	0.042165564
C11orf65	-0.061507087
SYT17	-0.058461814
VILL	-0.044383722
MIF	0.02498517
RPL10L	0.033483482
KCTD21	0.041612312
ASNSD1	0.042753018
IVD	-0.025405722
LOC285422	-0.034152766
CISD1	0.029198338
DAOA	0.035143809
STARD3	0.025771395
C20orf106	0.044236111
ALDH18A1	-0.032016581
PDE4D	0.064452259
TCIRG1	-0.024158514
CUEDC2	0.024605828
MRPS16	-0.039819758
DEFB135	-0.051054487
ST3GAL5	0.041570618
CDC123	-0.021391305
EID3	-0.051460191
UBE3B	-0.056333655
OR51D1	-0.031240409
UBL3	-0.03560312
UGT2B11	0.035532064
HHEX	-0.035865051
ACADS	-0.041527616
GTF3A	-0.020036773
SUSD4	0.042126791
DBF4	-0.049334756
MYOZ2	-0.02343729
TMEM30B	-0.064673357
KCNK9	-0.05636487
RSAD2	0.051226265
NUP93	-0.031154002
SLC30A4	-0.049494267
ACY3	0.057742818
IKBIP	0.034668482
GOT2	-0.019825427
LRRC37A3	0.042195177
ENOSF1	-0.026837185
H2AFZ	0.022732985
THOC5	0.041528344
EFCAB8	0.037453546
SULT1C3	-0.07184942
G6PC	-0.047310384
TMCO1	0.027121357
ZNFX1	-0.037813599
NLN	0.045747818
